approx_kl,clip_fraction,deterministic_epsilon_ask_mean,deterministic_epsilon_ask_state_std,deterministic_epsilon_bid_mean,deterministic_epsilon_bid_state_std,entropy_proxy,latent_sigma_ask,latent_sigma_bid,policy_loss,seed,training_step,value_clip_fraction,value_loss,value_loss_unclipped,vf_clip_param
0.01117539854021743,0.06513671875,-0.048835233558948414,0.33274868855486156,0.23274724603785824,0.3819932284976923,4.1207927942276,0.9462933540344238,0.9574824571609497,-0.011743495485279708,3,149504,0.9765625,9.837074327468873,19617.25361328125,10.0
0.0023613700177520514,0.04970703125,-0.31449620851303617,0.29051101664416745,0.12346665464484921,0.443170823878284,4.096558737754822,0.9307894110679626,0.9581103324890137,-0.010538879735395312,3,199680,0.9921875,9.943156838417053,874387.1015625,10.0
0.009234466217458248,0.05458984375,0.04246605728045464,0.3299570154224066,0.31174118015646507,0.3642379760785478,4.092011678218841,0.9305077195167542,0.9567300081253052,-0.010692957078572363,3,204800,0.9990234375,9.990496635437012,678905.01875,10.0
0.007248799619264901,0.03115234375,-0.019551131489853827,0.4381125979313432,-0.17281321408227085,0.2351998257861029,4.253308272361755,1.0014647245407104,0.9996753334999084,-0.007210054062306881,4,10240,0.86494140625,9.065465116500855,545.5385093688965,10.0
0.008631812990643084,0.05693359375,-0.1041476603352632,0.3588302631690277,-0.41391337102231307,0.32437804474574544,4.262437415122986,0.9973238706588745,1.0034958124160767,-0.01322166557656601,4,20480,0.96728515625,9.785936117172241,988.0454223632812,10.0
0.017180752655258404,0.07880859375,0.17106402453321676,0.09699645597936173,-0.7193984702802622,0.12176129392653894,4.25659431219101,0.9950411915779114,1.0013158321380615,-0.010360878484789282,4,39936,0.97763671875,9.867712163925171,4824.415881347656,10.0
0.02204964911798015,0.09541015625,0.09013528059421776,0.3071453869628727,-0.5750821462044349,0.1308707792617566,4.2386863231658936,0.9899232387542725,1.000222086906433,-0.009730749507434666,4,60416,0.949609375,9.633242416381837,9621.2828125,10.0
0.013922423974145203,0.06416015625,0.009569658951547284,0.4665305070411204,-0.7278150206957108,0.07997023126440486,4.215524840354919,0.9852644205093384,0.999396026134491,-0.00961836737114936,4,100352,0.9853515625,9.886830067634582,26234.0869140625,10.0
0.002299233089433983,0.00556640625,-0.17451564967990496,0.37650231826729336,-0.6660148113201826,0.18401310281284253,4.170185792446136,0.9719428420066833,0.9895983338356018,-0.0014416898367926479,4,149504,0.99609375,9.974759197235107,9989.573852539062,10.0
0.0064058791263960305,0.04443359375,0.07548085989621588,0.6217705083033385,-0.26262045410843804,0.4530751254801823,4.133802270889282,0.9696177840232849,0.9661540389060974,-0.00879549168748781,4,199680,0.984375,9.922200655937194,7126.225146484375,10.0
0.00575164599576965,0.02373046875,0.17293928093157518,0.5208977189867221,-0.13611777114341608,0.4601727139752461,4.131279480457306,0.9697275757789612,0.963240921497345,-0.0035213853465393186,4,204800,0.94365234375,9.602537059783936,3022.7567626953123,10.0
