seed,training_steps,calibration_steps,calibration_passes,calibration_cells_populated,calibration_policy_parameter_max_abs_change,same_initial_ppo_agent,formal_cold_start_steps,formal_environment_reset_calls,formal_initial_previous_market_volume,adaptive_table_complete,adaptive_probe_interval,adaptive_probe_steps_total,adaptive_probe_fraction_total,training_step,window_start,window_steps,ppo_market_share,ppo_spread_pnl_per_step,ppo_total_pnl_per_step,ppo_mean_abs_inventory,ppo_inventory_std,ppo_mean_hedge_fraction,ppo_mean_epsilon_bid,ppo_mean_epsilon_ask,adaptive_market_share,adaptive_mean_abs_inventory,adaptive_inventory_std,adaptive_mean_hedge_fraction,adaptive_mean_base_epsilon,adaptive_mean_epsilon_bid,adaptive_mean_epsilon_ask,adaptive_probe_steps,adaptive_probe_fraction,adaptive_base_epsilon_one_frequency,approx_kl,clip_fraction,value_loss,learning_rate,ppo_clip,gamma,gae_lambda,minibatch_size,n_epochs,ent_coef,vf_coef,max_grad_norm,state_dependent_std,market_sigma,order_size_mode
0,100352,1210,10,121,0.0,True,0,2,20.0,True,20,5017,0.049994021045918366,100352,79873,20480,0.53043701171875,0.12307201840786108,0.11252347277431207,5.059573025884902,6.7122853996008605,0.4429593264387222,0.1598500976174108,0.22904438006482336,0.46956298828125,4.022863340815979,5.887089422240028,0.25949658201425335,0.51640625,0.2527343787107384,0.23803711428190583,1024,0.05,0.26069078947368424,-4.535588959697634e-05,0.00029296875,759.8094299316406,5e-05,0.3,0.999,0.95,256,10,0.003,0.5,0.5,True,0.2,unit
1,100352,1210,10,121,0.0,True,0,2,20.0,True,20,5017,0.049994021045918366,100352,79873,20480,0.39558593750000004,0.1262082344594926,0.06973540258599253,5.9346440949327635,7.308630313004432,0.4385570799859124,0.23999720033026933,0.10630445077040918,0.6044140625,5.609199106460679,6.9582574836985005,0.2876757812156029,0.34575195312499996,-0.02797851104332949,-0.11466796353633982,1024,0.05,0.015933388157894735,-0.0004606695001712069,0.0048828125,2257.385882568359,5e-05,0.3,0.999,0.95,256,10,0.003,0.5,0.5,True,0.2,unit
2,100352,1210,10,121,0.0,True,0,2,20.0,True,20,5017,0.049994021045918366,100352,79873,20480,0.44182861328125,0.26649985676416843,0.15106971855379525,5.560035861048695,7.138169507979734,0.3891907231954974,0.22769260022017335,0.08113539211325502,0.55817138671875,5.245776395631999,6.763159490588313,0.3060014648034667,0.377109375,0.03916015988797881,0.022558597316674422,1024,0.05,0.07540090460526316,0.001583640993339941,0.00322265625,5413.866125488281,5e-05,0.3,0.999,0.95,256,10,0.003,0.5,0.5,True,0.2,unit
