seed,gamma,persistent_epsilon,steps,cold_start_steps,adaptive_steps,table_complete,mean_market_share,mean_inventory,mean_abs_inventory,inventory_std,max_abs_inventory,mean_base_epsilon,base_matches_persistent_frequency,mean_final_quote_skew,mean_epsilon_bid,mean_epsilon_ask,mean_hedge_fraction,short_count,long_count,short_mean_bid_skew,long_mean_ask_skew,short_correct_skew_frequency,long_correct_skew_frequency,mean_spread_pnl,mean_total_pnl,action_bounds_valid
20000,0.0,0.4,10000,121,9879,True,0.7516023886443393,0.013016292870484905,9.323987861379035,11.69509905627468,55.78397056191677,0.39131491041603406,0.9859297499746938,0.21609473792644318,0.27792287086146916,0.28861221204415566,0.0,4928,4951,0.22731330921788787,0.2049282945086079,0.9914772727272727,0.989699050696829,0.8416376913997183,0.8497232052405151,True
