buy_probability,deterministic_epsilon_ask_mean,deterministic_epsilon_bid_mean,deterministic_error_ask,deterministic_error_bid,ent_coef,gae_lambda,gae_value_target,gamma,inventory_std,kl_coef,latent_sigma_ask_mean,latent_sigma_ask_state_std,latent_sigma_bid_mean,latent_sigma_bid_state_std,learning_rate,market_share,market_sigma,max_grad_norm,minibatch_size,n_epochs,network_architecture,network_hidden_layers,network_hidden_size,num_investors,num_rollouts,order_size_mode,ppo_clip,rollout_length,sampled_epsilon_ask_mean,sampled_epsilon_ask_std,sampled_epsilon_bid_mean,sampled_epsilon_bid_std,seed,spread_pnl_per_step,state_dependent_std,total_pnl,total_pnl_per_step,training_steps,vf_clip_param,vf_coef
0.5,-0.04122940918468745,0.008269835876949051,0.04122940918468745,0.008269835876949051,0.003,0.95,False,0.999,13.90447729798125,0.0,0.8470387884859856,0.1874480788478288,0.9032790462787335,0.059944405829910695,5e-05,0.5078653846153846,0.2,0.5,256,10,separate_actor_critic,2,256,20,200,unit,0.3,1024,-0.0381630513402902,0.6054781224467715,0.014662804885033088,0.6811970744958381,0,0.12745641502660873,True,145.3399658203125,0.27949994802474976,204800,,0.5
0.5,0.043242374307726726,-0.02146284256724287,0.043242374307726726,0.02146284256724287,0.003,0.95,False,0.999,7.454425587360341,0.0,0.9714996713629136,0.11348210032198063,0.9903143730530372,0.11107264046286958,5e-05,0.5006826923076924,0.2,0.5,256,10,separate_actor_critic,2,256,20,200,unit,0.3,1024,0.030765407471385866,0.7861205864785256,-0.026902193078052593,0.6330500840903769,1,0.10780775314234024,True,37.20469284057617,0.0715474858880043,204800,,0.5
0.5,-0.029462700643220718,0.22501696781255304,0.029462700643220718,0.22501696781255304,0.003,0.95,False,0.999,8.375099075182462,0.0,0.7870502172868985,0.08524376279142097,0.9864607158876383,0.2754833556475809,5e-05,0.48041346153846165,0.2,0.5,256,10,separate_actor_critic,2,256,20,200,unit,0.3,1024,-0.054291326894823355,0.6734523635852382,0.1312568528225529,0.6205542391877518,2,0.1252669952046017,True,27.42157554626465,0.05273379758000374,204800,,0.5
0.5,0.10781195148487593,0.16767062113899625,0.10781195148487593,0.16767062113899625,0.003,0.95,False,0.999,7.797639506075793,0.0,1.3156223716816078,0.6796663488154854,0.9147341166207423,0.4681129315733288,5e-05,0.4562115384615385,0.2,0.5,256,10,separate_actor_critic,2,256,20,200,unit,0.3,1024,0.10295422833131922,0.7980988324016932,0.06765256514475577,0.6600295960664105,3,0.10095810488086675,True,33.394554138183594,0.06422029435634613,204800,,0.5
0.5,0.1275623164543224,0.03618772623490748,0.1275623164543224,0.03618772623490748,0.003,0.95,False,0.999,8.05670521576139,0.0,0.661890299933461,0.29130272589703776,1.136224203820412,0.38118170905875254,5e-05,0.45665384615384613,0.2,0.5,256,10,separate_actor_critic,2,256,20,200,unit,0.3,1024,0.125654930477344,0.6132529210970687,0.05222754671001054,0.6799816393563509,4,0.12566500345169795,True,28.962987899780273,0.055698052048683167,204800,,0.5
