buy_probability,deterministic_epsilon_ask_mean,deterministic_epsilon_bid_mean,deterministic_error_ask,deterministic_error_bid,ent_coef,gae_lambda,gamma,inventory_std,latent_sigma_ask,latent_sigma_bid,learning_rate,market_share,market_sigma,max_grad_norm,minibatch_size,n_epochs,network_architecture,network_hidden_layers,network_hidden_size,num_investors,num_rollouts,order_size_mode,ppo_clip,rollout_length,sampled_epsilon_ask_mean,sampled_epsilon_ask_std,sampled_epsilon_bid_mean,sampled_epsilon_bid_std,seed,spread_pnl_per_step,total_pnl,total_pnl_per_step,training_steps,vf_coef
0.5,-0.30150667724122915,-0.1411985756066301,0.30150667724122915,0.1411985756066301,0.003,0.95,0.999,10.8109860100411,0.9862151145935059,0.9614626169204712,5e-05,0.5685769230769232,0.2,0.5,256,10,separate_actor_critic,2,256,20,200,unit,0.3,1024,-0.20952364451155658,0.6102374896058054,-0.06254331211774955,0.6234862535720057,0,0.12918174988344208,102.29947492111086,0.1967297594636747,204800,0.5
0.5,-0.16963444964135796,-0.91582510890869,0.16963444964135796,0.91582510890869,0.003,0.95,0.999,14.192140793825132,0.9909816980361938,0.981628954410553,5e-05,0.7497692307692309,0.2,0.5,256,10,separate_actor_critic,2,256,20,200,unit,0.3,1024,-0.1710293699066992,0.6073479499361968,-0.8109473036236551,0.31547877406925423,1,0.09439960359883348,3.7442459031300883,0.007200472890634785,204800,0.5
0.5,-0.038994675943322364,0.3264567595555631,0.038994675943322364,0.3264567595555631,0.003,0.95,0.999,12.231631091228511,0.9891923069953918,0.9873514771461487,5e-05,0.4455192307692307,0.2,0.5,256,10,separate_actor_critic,2,256,20,200,unit,0.3,1024,-0.08092746458796543,0.6295705590040611,0.2944029734213277,0.5999773350291556,2,0.12707243520718686,30.294875804627175,0.05825937654735995,204800,0.5
0.5,0.49663457449239035,0.6217799441447893,0.49663457449239035,0.6217799441447893,0.003,0.95,0.999,10.43885734799955,0.9878844618797302,0.9849717617034912,5e-05,0.2936442307692308,0.2,0.5,256,10,separate_actor_critic,2,256,20,200,unit,0.3,1024,0.3159159911800648,0.5820581683632708,0.5163758448791038,0.5515025054566448,3,0.10963220876348019,-12.361533987838957,-0.023772180745844147,204800,0.5
0.5,0.368490918214218,0.20114740138251083,0.368490918214218,0.20114740138251083,0.003,0.95,0.999,10.231016117565357,0.9951886534690857,0.9828763604164124,5e-05,0.4252115384615384,0.2,0.5,256,10,separate_actor_critic,2,256,20,200,unit,0.3,1024,0.22840228032743862,0.6076794749417864,0.07724230522885381,0.6393902320500578,4,0.12841515582924698,16.42251138670447,0.03158175266673937,204800,0.5
