seed,training_step,window_start,window_steps,ppo_market_share,ppo_spread_pnl_per_step,ppo_total_pnl_per_step,ppo_mean_abs_inventory,ppo_inventory_std,ppo_mean_hedge_fraction,ppo_mean_epsilon_bid,ppo_mean_epsilon_ask,adaptive_market_share,adaptive_mean_abs_inventory,adaptive_inventory_std,adaptive_mean_hedge_fraction,adaptive_mean_base_epsilon,adaptive_mean_epsilon_bid,adaptive_mean_epsilon_ask,approx_kl,clip_fraction,value_loss
0,20480,1,20480,0.9916162109375,0.526246059873215,0.48844939641190904,4.461371158833008,5.61771359003253,0.5282770097794127,0.2006083256043752,0.12134553005814866,0.008383789062499999,0.4778624366106971,6.545721701348674,0.0028940429616341134,0.9923670121322264,0.983642578128638,0.9834570312363212,0.00702991914586164,0.042578125,32580.41298828125
0,60416,39937,20480,1.0,0.5150938198266273,0.47944268571382864,4.287368047998288,5.430113312961471,0.5444528726235148,0.7795095010225026,0.6380051431821017,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.011799528653500601,0.07001953125,16100.298754882813
0,100352,79873,20480,1.0,0.4909964540936354,0.47184315260971654,4.393581782146322,5.450243172309609,0.5164051229352481,0.8984078340152394,0.7921520399182412,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.016454967355821283,0.087109375,18746.732568359374
1,20480,1,20480,0.9965795898437501,0.4160946883473141,0.36694268280641845,4.773281136888727,6.039937743808576,0.47180481950199465,0.11422106480566044,0.1344053241023886,0.003420410156249999,0.2977955419872134,4.312803406537805,0.0002871093752219167,0.9996463480524583,0.9933593750080035,0.9934765625126601,0.004189562419196591,0.01591796875,8506.133349609376
1,60416,39937,20480,0.99970947265625,0.36510785290515607,0.34184859959432096,6.86765703578839,7.647882769426048,0.3704708308519912,0.7218313994230044,0.7783659197393831,0.00029052734375,0.004033076165808888,0.16640237814421036,0.00037597656264551913,1.0,0.9995703124979627,0.999755859375,0.008836672140751034,0.03486328125,28300.81044921875
1,100352,79873,20480,0.9999609375,0.8807491799918605,0.8468613904737815,14.699685426179178,13.89350852908305,0.18150501787458778,0.8303553966887662,0.863047946141647,3.90625e-05,0.0006743845114437661,0.05433311769488832,0.9991997070297657,1.0,0.99990234375,1.0,0.017064150189980865,0.09150390625,164469.971484375
2,20480,1,20480,0.9250341796875,0.5014244296617786,0.44423798912727863,4.685151672847459,6.02896831752179,0.477330261930183,0.09200522877095949,0.1359094780162124,0.07496582031250001,1.1948689213127657,8.916629317285555,0.03669580075693375,0.8878628616336756,0.8501757810918207,0.8476757809847186,0.005204875761410222,0.0109375,46675.480078125
2,60416,39937,20480,1.0,0.5983357595271401,0.5538198038539118,9.929811090906671,10.545917578637855,0.2325435572944116,0.4490557051052619,0.5104270337935674,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.01093708536354825,0.04296875,24965.4654296875
2,100352,79873,20480,1.0,1.4339217135066287,1.3710534769996916,8.940893009184375,9.282500524067977,0.22830716969183412,0.5908520248256366,0.7160697555201508,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.001631766080390662,0.0193359375,352284.14609375
