buy_probability,deterministic_epsilon_ask_mean,deterministic_epsilon_bid_mean,deterministic_error_ask,deterministic_error_bid,ent_coef,gae_lambda,gamma,include_fill_feedback,inventory_std,latent_sigma_ask,latent_sigma_bid,learning_rate,market_mu,market_share,market_sigma,max_grad_norm,minibatch_size,n_epochs,network_architecture,network_hidden_layers,network_hidden_size,num_investors,num_rollouts,observation_mode,order_size_mode,paper_pnl_observation,ppo_clip,relative_price,rollout_length,sampled_epsilon_ask_mean,sampled_epsilon_ask_std,sampled_epsilon_bid_mean,sampled_epsilon_bid_std,seed,spread_pnl_per_step,total_pnl,total_pnl_per_step,training_steps,vf_coef
0.5,-0.7980716570187361,0.5073695546970702,0.7980716570187361,0.5073695546970702,0.003,0.95,0.999,False,66.81252013610776,0.9904624819755554,0.9994978904724121,5e-05,0.0,0.565548076923077,0.1,0.5,256,10,separate_actor_critic,2,256,20,200,paper,unit,False,0.3,True,1024,-0.6074426466162549,0.4704129467796571,0.3358736386481122,0.5855046188604035,0,0.10275340166355888,116.9725570678711,0.2249472290277481,204800,0.5
0.5,-0.4190956973512836,-0.813333595319866,0.4190956973512836,0.813333595319866,0.003,0.95,0.999,False,29.694156745580127,0.9809644818305969,0.9807199239730835,5e-05,0.0,0.7091442307692308,0.1,0.5,256,10,separate_actor_critic,2,256,20,200,paper,unit,False,0.3,True,1024,-0.21942680862757977,0.6126965696639756,-0.6029125538104787,0.5075183033159302,1,0.10594834558979878,23.291860580444336,0.044792041182518005,204800,0.5
0.5,0.14083801475673682,0.03570797640731773,0.14083801475673682,0.03570797640731773,0.003,0.95,0.999,False,12.87645562760239,0.9942333698272705,0.9871093034744263,5e-05,0.0,0.4742211538461538,0.1,0.5,256,10,separate_actor_critic,2,256,20,200,paper,unit,False,0.3,True,1024,0.08784851721945765,0.6318756002560274,0.008118791767696027,0.6391573935679551,2,0.12954572202556985,47.410301208496094,0.09117365628480911,204800,0.5
0.5,-0.03806302711728047,-0.1809500518762294,0.03806302711728047,0.1809500518762294,0.003,0.95,0.999,False,10.257978229654393,0.9796083569526672,0.9634702801704407,5e-05,0.0,0.5345865384615386,0.1,0.5,256,10,separate_actor_critic,2,256,20,200,paper,unit,False,0.3,True,1024,-0.019050403859084606,0.706486512800085,-0.11300944234796378,0.63462975348626,3,0.12019748823036655,23.237071990966797,0.04468667507171631,204800,0.5
0.5,-0.41385672743053875,-0.4104265433921011,0.41385672743053875,0.4104265433921011,0.003,0.95,0.999,False,20.760007575331556,0.9854685068130493,0.9877431988716125,5e-05,0.0,0.6401538461538462,0.1,0.5,256,10,separate_actor_critic,2,256,20,200,paper,unit,False,0.3,True,1024,-0.2853452536291633,0.6136450364402586,-0.26760462188081313,0.6031835979414542,4,0.1231526031363235,34.346778869628906,0.06605149805545807,204800,0.5
