approx_kl,clip_fraction,deterministic_epsilon_ask_mean,deterministic_epsilon_ask_state_std,deterministic_epsilon_bid_mean,deterministic_epsilon_bid_state_std,entropy_proxy,include_fill_feedback,latent_sigma_ask,latent_sigma_bid,paper_pnl_observation,policy_loss,relative_price,seed,training_step,value_loss
0.0033308331738226117,0.0150390625,-0.12727101496898402,0.502786468672979,0.11150628654226565,0.5120430929947628,4.217706418037414,False,0.9798493385314941,0.9973465800285339,True,-0.0038227504817768933,True,3,149504,2166.421029663086
-0.0004097257973626256,0.0107421875,0.0331453578092922,0.6659115365363464,0.012600593547671079,0.575680678553347,4.183839607238769,False,0.9720728993415833,0.9877853393554688,True,-0.0015372980618849398,True,3,199680,922.8357818603515
0.0020982785848900677,0.00439453125,0.008684489899911942,0.6141796383641,0.03397068694138374,0.5739989202996476,4.181380784511566,False,0.9723341464996338,0.986010730266571,True,-0.0038151997374370693,True,3,204800,1245.5400329589843
0.004762805142672732,0.00673828125,-0.1147962415877443,0.20022029369627162,-0.1687265791130276,0.20253479037405056,4.257277464866638,False,1.0007399320602417,0.9993329644203186,True,-0.004189678456168622,True,4,10240,683.329084777832
0.0038829031691420823,0.01884765625,-0.05447458639540948,0.3001815716089545,-0.05591679633004018,0.16051705070646252,4.255093455314636,False,1.0013518333435059,0.9980922937393188,True,-0.004874498804565519,True,4,20480,764.440153503418
0.006703261024085805,0.03671875,0.016443285883332673,0.5109386119871557,-0.05880202172004666,0.06754924770653847,4.250705158710479,False,1.0001977682113647,0.9972860813140869,True,-0.00616137960460037,True,4,39936,536.3267356872559
0.000831626111175865,0.00068359375,-0.07223907399725599,0.5966726784244695,-0.29297305760332026,0.30547061153308064,4.234127187728882,False,0.9926823377609253,0.9909293055534363,True,-0.0015659596188925206,True,4,60416,1463.8452087402343
-0.0008611660043243319,9.765625e-05,-0.12340370098021454,0.6180130128208383,-0.2880266771072713,0.7650164117621145,4.215963506698609,False,0.9823499321937561,0.9879435300827026,True,-0.0016639814712107182,True,4,100352,1856.25361328125
0.04174618506222032,0.138671875,-0.07554829180933154,0.5369058914130612,-0.19220134440110997,0.5256895600643621,4.206140732765197,False,0.9748372435569763,0.988132655620575,True,-0.008696573739871382,True,4,149504,31.256464576721193
0.0007703533628955483,0.0,-0.03246800573423314,0.4309268673207038,-0.14668048897053665,0.582870844561996,4.203164803981781,False,0.9769130945205688,0.9835501909255981,True,-0.0025782644981518386,True,4,199680,378.5667129516602
-0.001341589749790728,0.00166015625,-0.04445448817494206,0.31897478332021717,-0.11526853930509577,0.5739495656689837,4.199781143665314,False,0.9763730764389038,0.9824237823486328,True,-0.0021902571548707782,True,4,204800,445.3468902587891
