approx_kl,clip_fraction,deterministic_epsilon_ask_mean,deterministic_epsilon_bid_mean,deterministic_error_ask,deterministic_error_bid,entropy_proxy,policy_distribution,policy_loss,seed,training_step,two_side_mae,value_loss
0.006565278227208182,0.06796875,0.09647302585676348,-0.08444781128379802,0.09647302585676348,0.08444781128379802,-0.4834324404597282,beta,-0.010683173267170786,0,20480,0.09046041857028075,592.3459899902343
0.007379610420321115,0.04765625,0.16228059826281446,0.06286414640213853,0.16228059826281446,0.06286414640213853,-0.34934580847620966,beta,-0.00842828203458339,0,60416,0.1125723723324765,221.8056781768799
0.00921702984633157,0.02529296875,0.25520287607102476,0.04323833360566567,0.25520287607102476,0.04323833360566567,-0.9802791699767113,beta,-0.006538197642657906,0,100352,0.1492206048383452,143.10206336975097
0.0110958415971254,0.06015625,0.06161677121686248,0.06817841408371281,0.06161677121686248,0.06817841408371281,-0.8490236237645149,beta,-0.011051882128231227,1,20480,0.06489759265028765,201.90270042419434
0.0025574535662599373,0.02158203125,0.2467754930132427,0.18051533728826027,0.2467754930132427,0.18051533728826027,-0.6999250933527946,beta,-0.005918819271028042,1,60416,0.21364541515075147,519.2581314086914
0.0004654400472645648,0.0,0.22191989758732514,0.19560877567706392,0.22191989758732514,0.19560877567706392,-0.6247957572340965,beta,-0.00023047521244734526,1,100352,0.2087643366321945,13878.834838867188
0.0006680964899715037,0.0,0.0774405896036814,-0.08013644585735165,0.0774405896036814,0.08013644585735165,-1.8284487187862397,beta,-0.00126166723202914,2,20480,0.07878851773051652,4086.84208984375
0.004823393843253143,0.0083984375,0.2119687043331886,-0.10945657057872711,0.2119687043331886,0.10945657057872711,-1.7909865915775298,beta,-0.003620522003620863,2,60416,0.16071263745595785,6915.044519042969
0.001889301187475212,9.765625e-05,0.11912655238971079,0.0021923266248240207,0.11912655238971079,0.0021923266248240207,-0.6271062955260277,beta,-0.0021541591035202146,2,100352,0.060659439507267404,68626.21396484374
