baseline,baseline_value,metric,paired_difference,seed,treatment,treatment_value
gamma_current_ppo,0.35859428382448816,mean_market_share,-0.01554620690141123,4,unit_current_ppo,0.34304807692307693
gamma_current_ppo,0.2646728402892261,mean_spread_pnl,-0.16323157822300022,4,unit_current_ppo,0.10144126206622588
gamma_current_ppo,0.3435346674039595,spread_pnl_std,-0.1992696128410789,4,unit_current_ppo,0.14426505456288058
gamma_current_ppo,19.350615459461302,inventory_std,-9.76413150680331,4,unit_current_ppo,9.586483952657993
gamma_current_ppo,51.62494866337638,mean_total_pnl,-63.07488856539891,4,unit_current_ppo,-11.449939902022532
gamma_current_ppo,0.09927874742956996,mean_total_pnl_per_step,-0.12129786262576714,4,unit_current_ppo,-0.022019115196197175
gamma_current_ppo,40.133928533232165,gross_investor_volume_mean,-20.133928533232165,4,unit_current_ppo,20.0
gamma_current_ppo,6.449974597325085,gross_investor_volume_std,-6.449974597325085,4,unit_current_ppo,0.0
gamma_current_ppo,-0.03903080845587316,net_investor_flow_mean,0.03210773153279624,4,unit_current_ppo,-0.006923076923076923
gamma_current_ppo,11.0568715125272,net_investor_flow_std,-6.590592929780908,4,unit_current_ppo,4.466278582746292
gamma_current_ppo,9.996538461538462,n_buy_mean,0.0,4,unit_current_ppo,9.996538461538462
gamma_current_ppo,2.233139291373146,n_buy_std,0.0,4,unit_current_ppo,2.233139291373146
gamma_current_ppo,10.003461538461538,n_sell_mean,0.0,4,unit_current_ppo,10.003461538461538
gamma_current_ppo,2.233139291373146,n_sell_std,0.0,4,unit_current_ppo,2.233139291373146
gamma_current_ppo,7.202692307692308,n_rl_won_mean,-0.34173076923076984,4,unit_current_ppo,6.860961538461538
gamma_current_ppo,6.885776341735358,n_rl_won_std,-0.6176875152283303,4,unit_current_ppo,6.268088826507028
gamma_current_ppo,12.797307692307692,n_competitor_won_mean,0.34173076923076984,4,unit_current_ppo,13.139038461538462
gamma_current_ppo,6.885776341735358,n_competitor_won_std,-0.6176875152283303,4,unit_current_ppo,6.268088826507028
gamma_current_ppo,0.3476675852367538,market_share_std,-0.034263143911402394,4,unit_current_ppo,0.3134044413253514
