condition,entropy_grad_log_std,entropy_proxy,grad_ratio_log_std_to_actor_mean,latent_std_ask,latent_std_bid,latent_std_hedge,log_std_ask,log_std_bid,log_std_hedge,mean_abs_grad_actor_mean,mean_abs_grad_log_std,mean_grad_log_std_ask,mean_grad_log_std_bid,mean_grad_log_std_hedge,seed,step
gamma_current_ppo,-0.003,4.248664104938507,1.4112404452399196,0.993175208568573,0.9968164563179016,1.0018973350524902,-0.006848163902759552,-0.003188634989783168,0.0018955516861751676,0.04079038370062443,0.057565039256587625,-0.0015256933402270079,-0.0069634877145290375,-0.0044988966546952724,1,18432
gamma_current_ppo,-0.003,4.248696649074555,1.7400637846329714,0.9932026863098145,0.9968557953834534,1.001875638961792,-0.006820530630648136,-0.00314917485229671,0.0018738926155492663,0.03917292812929746,0.06816339357756078,-0.0417741984128952,-0.04524962976574898,0.032504864037036896,1,19456
gamma_current_ppo,-0.003,4.2484543800354,2.314497216229356,0.993374764919281,0.9963412880897522,1.0015902519226074,-0.0066473050974309444,-0.0036654253490269184,0.001589043764397502,0.03313339608691236,0.07668715300969779,-0.03304219990968704,0.0834638923406601,0.040422216057777405,1,20480
gamma_current_ppo,-0.003,4.256946754455567,2.749478803104185,1.001419186592102,0.9984329342842102,1.0003243684768677,0.0014181251171976328,-0.0015682886587455869,0.0003243287792429328,0.035301510655549484,0.0970607552677393,-0.08474921435117722,0.1244615688920021,-0.004614985082298517,2,1024
gamma_current_ppo,-0.003,4.256366765499115,2.2424148725221014,1.000559687614441,0.9983049035072327,0.9998219609260559,0.0005594882532022893,-0.001696559484116733,-0.00017805545940063894,0.029805502503380744,0.06683630209881812,0.07924599945545197,-0.02024882473051548,0.026670267805457115,2,2048
gamma_current_ppo,-0.003,4.254121387004853,1.8936220263946328,0.998752772808075,0.999111533164978,0.998173177242279,-0.0012480043806135654,-0.0008888866286724806,-0.001828519394621253,0.027803751454240466,0.05264979617204517,0.02781345508992672,-0.009860144928097725,0.03468126431107521,2,3072
gamma_current_ppo,-0.003,4.252455258369446,1.7860400102372076,0.9984301328659058,0.9992404580116272,0.9978399872779846,-0.0015711268642917275,-0.0007598190568387508,-0.002162330085411668,0.03114731053969111,0.055630342836957426,-0.015432635322213173,0.026960838586091995,-0.02941640093922615,2,4096
gamma_current_ppo,-0.003,4.25251978635788,2.9248632043050216,0.9986647367477417,0.9992639422416687,0.9980457425117493,-0.0013361315941438079,-0.0007363457116298378,-0.0019561718218028545,0.024324658034482898,0.0711462972452864,-0.07218190282583237,-0.009590495377779007,-0.05792815238237381,2,5120
gamma_current_ppo,-0.003,4.25291793346405,3.001111685552385,0.99878990650177,0.9992523193359375,0.9980958104133606,-0.001210804213769734,-0.0007479810155928135,-0.0019060291815549135,0.02111881887177839,0.06337993410415947,-0.01059664785861969,0.0069558704271912575,-0.0009291482856497169,2,6144
gamma_current_ppo,-0.003,4.252853357791901,3.304254256193455,0.9987213611602783,0.9991065263748169,0.9981840252876282,-0.0012794728390872478,-0.0008938702521845698,-0.0018176079029217362,0.020507082329572563,0.06776061407290399,0.02155081368982792,0.013021476566791534,-0.027784738689661026,2,7168
gamma_current_ppo,-0.003,4.252809369564057,1.983601842962442,0.9986193776130676,0.9992090463638306,0.9981436133384705,-0.0013815752463415265,-0.000791261438280344,-0.001858111354522407,0.029701853921122356,0.05891665217932314,0.028583329170942307,-0.01811501756310463,0.02721182070672512,2,8192
gamma_current_ppo,-0.003,4.2530757188797,2.3930105828695547,0.9988378882408142,0.9999085068702698,0.997895359992981,-0.0011628031497821212,-9.1484202130232e-05,-0.002106867730617523,0.03060211551945835,0.07323118629865348,-0.035842083394527435,-0.07837618142366409,0.045385830104351044,2,9216
gamma_current_ppo,-0.003,4.2562508344650265,1.657022238294523,0.999351978302002,1.0026744604110718,1.0000256299972534,-0.0006482498138211668,0.0026709469966590405,2.5637134967837483e-05,0.038001790656992045,0.06296981221530587,-0.016852742061018944,-0.03659035637974739,-0.03804771974682808,2,10240
gamma_current_ppo,-0.003,4.259369683265686,1.6898980083189632,0.9992747902870178,1.0030555725097656,1.0003411769866943,-0.0007254454540088773,0.0030509354546666145,0.0003411622019484639,0.04235518293336865,0.07157593928277492,0.0463576503098011,0.035464223474264145,0.030634215101599693,2,11264
gamma_current_ppo,-0.003,4.259443700313568,2.1265471277607277,0.9991664290428162,1.0029020309448242,1.000518798828125,-0.000833893078379333,0.0028978402260690928,0.00051865354180336,0.045883683837471885,0.0975738160777837,0.047887783497571945,0.08990059792995453,-0.10960792005062103,2,12288
gamma_current_ppo,-0.003,4.25937123298645,1.5668056365902727,0.9990819096565247,1.002854824066162,1.000596046447754,-0.000918507226742804,0.0028507732786238194,0.000595832010731101,0.05153701992780357,0.08074849331751466,0.09144160896539688,0.011736835353076458,-0.0495583638548851,2,13312
gamma_current_ppo,-0.003,4.25933427810669,1.1599141126896864,0.9990701079368591,1.0028501749038696,1.0006000995635986,-0.0009303533006459475,0.0028461108449846506,0.0005998930428177118,0.04718521957729017,0.05473080209922045,-0.007988067343831062,0.0007240934064611793,0.007741274777799845,2,14336
gamma_current_ppo,-0.003,4.259286546707154,1.507115441429722,0.9991246461868286,1.0025404691696167,1.0006933212280273,-0.000875716854352504,0.002537266118451953,0.0006931315874680877,0.045941234170912185,0.06923874341882766,-0.01101579051464796,0.07024656236171722,-0.01694619283080101,2,15360
gamma_current_ppo,-0.003,4.2590861320495605,1.325277590131988,0.9992402195930481,1.0024489164352417,1.000516653060913,-0.0007600532262586057,0.0024459450505673885,0.0005165488692000508,0.04869893979493785,0.06453961357474328,-0.03063921071588993,0.009283291175961494,0.060612596571445465,2,16384
gamma_current_ppo,-0.003,4.258870363235474,1.0740267875674452,0.9992098212242126,1.0023372173309326,1.0003067255020142,-0.0007905061938799918,0.0023344464134424925,0.0003067081852350384,0.05341507886800959,0.057369225565344094,0.017658911645412445,0.026899689808487892,0.04580904543399811,2,17408
gamma_current_ppo,-0.003,4.258529925346375,1.6389054994567072,0.9991849064826965,1.002213954925537,1.0002068281173706,-0.0008154332172125578,0.002211508806794882,0.00020675042469520122,0.04845318922231846,0.07941019828431309,-0.00024799202219583094,0.05606098100543022,0.02471989020705223,2,18432
gamma_current_ppo,-0.003,4.258399915695191,1.2272508643233795,0.999177098274231,1.0021998882293701,1.0002155303955078,-0.0008232173277065158,0.0021974758710712194,0.00021555290732067078,0.05142014892397377,0.06310542221181095,0.013187621720135212,-0.02545194700360298,-0.05660121515393257,2,19456
gamma_current_ppo,-0.003,4.25844886302948,1.514128387736027,0.9991646409034729,1.0022696256637573,1.0002604722976685,-0.0008357370388694108,0.0022670940961688757,0.00026046927087008953,0.0455045276357709,0.0688996970653534,0.009379228577017784,-0.0478350929915905,-0.02893221750855446,2,20480
gamma_current_ppo,-0.003,4.256306719779968,3.469547719606385,1.0006088018417358,0.9995907545089722,0.9988324642181396,0.0006085584755055606,-0.00040935041033662856,-0.0011682264739647508,0.017390006102727854,0.060335456021130086,-0.026467785239219666,0.01665373705327511,0.0422227717936039,3,1024
gamma_current_ppo,-0.003,4.255896973609924,2.184872356017008,1.0008219480514526,0.9993099570274353,0.9992698431015015,0.0008215538691729307,-0.0006902853492647409,-0.0007303978782147169,0.026656399566399952,0.058240830525755884,-0.004047146998345852,0.009959442541003227,-0.019915524870157242,3,2048
gamma_current_ppo,-0.003,4.254916262626648,2.493744418059302,0.9997825622558594,0.9967291355133057,0.9998475313186646,-0.0002174636028939858,-0.003276243107393384,-0.00015248933050315827,0.02837067771106282,0.0707492191810161,0.026720890775322914,0.08471019566059113,-0.009866848587989807,3,3072
gamma_current_ppo,-0.003,4.252298808097839,2.72678906093343,0.9993441700935364,0.9960932731628418,0.9995415806770325,-0.0006560198962688446,-0.003914400469511747,-0.0004585428396239877,0.029637136494066817,0.08081421959213912,0.049812182784080505,0.014629945158958435,0.07263026386499405,3,4096
gamma_current_ppo,-0.003,4.251642334461212,1.590750890737404,0.9991536140441895,0.9959886074066162,0.9995790123939514,-0.0008467294974252582,-0.004019456449896097,-0.00042108719935640693,0.03740790174082985,0.05950665301643312,0.024410400539636612,0.02490895614027977,-0.01753496378660202,3,5120
gamma_current_ppo,-0.003,4.251640641689301,1.9440441913574875,0.9992452263832092,0.996237576007843,0.9994913935661316,-0.000755057786591351,-0.003769517643377185,-0.0005087501485832036,0.03720393068405972,0.07232608534395694,-0.02413068525493145,-0.08148030191659927,0.02537446655333042,3,6144
gamma_current_ppo,-0.003,4.251604771614074,1.5247970621708322,0.9990220665931702,0.9961889386177063,0.999177873134613,-0.0009784020949155092,-0.003818314988166094,-0.0008224936900660396,0.04141182073895685,0.06314462260343134,0.034089095890522,0.030300047248601913,0.037940721958875656,3,7168
gamma_current_ppo,-0.003,4.2506539702415465,1.8238211312559298,0.9989847540855408,0.995724618434906,0.9986143708229065,-0.001015756861306727,-0.004284558817744255,-0.0013866041554138064,0.03008212502393509,0.05486441529355943,-0.0027756833005696535,0.05260895565152168,0.045580215752124786,3,8192
gamma_current_ppo,-0.003,4.247988331317901,1.8429074591978183,1.0001442432403564,0.9930040836334229,0.9954376220703125,0.00014420453226193786,-0.0070205251686275005,-0.004572792910039425,0.035347827745301964,0.0651427754200995,-0.013209221884608269,0.04989299178123474,0.0481112077832222,3,9216
gamma_current_ppo,-0.003,4.244620430469513,1.1895936928289188,1.0001671314239502,0.9927504062652588,0.9946792125701904,0.00016711364150978625,-0.007275970187038183,-0.005334985908120871,0.048981595260420896,0.058268196787685154,0.001342179486528039,-0.010640321299433708,0.04822845011949539,3,10240
gamma_current_ppo,-0.003,4.244309616088867,1.4732720710494758,1.0000885725021362,0.9926577210426331,0.9946814179420471,8.856989734340459e-05,-0.0073693422600626945,-0.005332782864570618,0.038725415786097714,0.057053073518909515,0.028211940079927444,0.029270678758621216,-0.0034786644391715527,3,11264
gamma_current_ppo,-0.003,4.244146931171417,1.5736170124405788,1.0000184774398804,0.9926325678825378,0.9947009682655334,1.8458860722603276e-05,-0.007394713349640369,-0.005313117988407612,0.03751553154336687,0.05903507866896689,0.024984488263726234,-0.0034763820003718138,-0.028952162712812424,3,12288
gamma_current_ppo,-0.003,4.244068670272827,2.1575180036053565,1.0000064373016357,0.9925652742385864,0.9946542382240295,6.463020326918922e-06,-0.007462526671588421,-0.005360088776797056,0.02943818528499894,0.06351341474801302,0.0024434663355350494,0.04481180012226105,0.0457555390894413,3,13312
gamma_current_ppo,-0.003,4.244247078895569,3.11978938871999,1.000221610069275,0.9927327632904053,0.9947769045829773,0.00022153071768116206,-0.007293779402971268,-0.005236796569079161,0.022086349080392823,0.06890475749969482,-0.021430516615509987,-0.013132776133716106,-0.0161678958684206,3,14336
gamma_current_ppo,-0.003,4.244472730159759,2.9039878587244,1.0001391172409058,0.9927358627319336,0.9946969747543335,0.0001391598634654656,-0.007290657609701157,-0.0053171431645751,0.022216793824224,0.06451729952823371,0.05283050611615181,0.020316293463110924,0.032381754368543625,3,15360
gamma_current_ppo,-0.003,4.244296157360077,4.201289603314031,0.9999707341194153,0.9928244352340698,0.9946665167808533,-2.9265238481457345e-05,-0.007201438769698143,-0.005347733851522207,0.018393668449023588,0.0772771280258894,0.05747593566775322,-0.03340722247958183,0.008740527555346489,3,16384
gamma_current_ppo,-0.003,4.2442641139030455,3.2407437589724233,0.9999427795410156,0.992920458316803,0.9946831464767456,-5.720838817069307e-05,-0.007104724179953337,-0.005331062711775303,0.021658559227857532,0.07018984064925463,-0.006256928201764822,-0.02476908639073372,-0.006726750638335943,3,17408
gamma_current_ppo,-0.003,4.244441270828247,2.807620850455597,1.000132441520691,0.9928451180458069,0.9948216080665588,0.0001324429758824408,-0.007180578075349331,-0.0051918476819992065,0.027435943102476157,0.0770297259092331,-0.049374181777238846,0.023685995489358902,-0.04359911382198334,3,18432
gamma_current_ppo,-0.003,4.244538128376007,3.186906301460284,1.0000343322753906,0.9926958680152893,0.9949166774749756,3.436810220591724e-05,-0.007330966182053089,-0.005096273962408304,0.02413252347309611,0.07690809112973511,0.05426810309290886,0.04806697741150856,-0.021496597677469254,3,19456
gamma_current_ppo,-0.003,4.244352662563324,2.332954314049315,0.9999285936355591,0.9927306771278381,0.9948589205741882,-7.137947250157595e-05,-0.007295875810086727,-0.0051543135195970535,0.02750785605113436,0.06417457144707442,0.013842260465025902,-0.014615075662732124,0.02436903491616249,3,20480
gamma_current_ppo,-0.003,4.257404887676239,2.112422410199131,1.0010616779327393,1.0001881122589111,1.0000537633895874,0.0010610859608277678,0.00018806554726324975,5.3731979278381914e-05,0.02881156553365725,0.06086219670833089,-0.046917300671339035,-0.0031494074501097202,-0.00029158295365050435,4,1024
gamma_current_ppo,-0.003,4.2567139029502865,2.48988222703417,0.9999002814292908,0.9999673962593079,0.9981966614723206,-9.97299503069371e-05,-3.262816244387068e-05,-0.0018049904610961676,0.02911631007849127,0.07249618298374116,0.03982185199856758,-0.0071477205492556095,0.08472983539104462,4,2048
gamma_current_ppo,-0.003,4.254276394844055,2.153034404688951,0.9996084570884705,0.9999359846115112,0.9977802634239197,-0.00039160746382549405,-6.401985592674464e-05,-0.00222222413867712,0.02954349186477987,0.06360815442167222,-0.030694235116243362,-0.045155130326747894,-0.024611249566078186,4,3072
gamma_current_ppo,-0.003,4.254155087471008,2.4973949825446846,0.9996718764305115,0.9998493790626526,0.9978011250495911,-0.0003281651297584176,-0.00015063624596223235,-0.0022013173438608646,0.029113519170602974,0.07270795670337975,-0.00998016819357872,0.0459454171359539,-0.014363845810294151,4,4096
gamma_current_ppo,-0.003,4.253943979740143,1.9989216715190556,0.9993564486503601,0.9996321201324463,0.997852087020874,-0.0006437666597776115,-0.0003679666842799634,-0.002150234067812562,0.034470568770293905,0.06890396694652737,0.0794578343629837,0.05802253633737564,-0.016632702201604843,4,5120
gamma_current_ppo,-0.003,4.253702282905579,1.4171929200055353,0.9999088644981384,0.9994531273841858,0.9975898265838623,-9.112581756198779e-05,-0.000547039438970387,-0.002413068665191531,0.03798846175450826,0.053836979041807356,-0.021927429363131523,-0.005075357388705015,0.03393425792455673,4,6144
gamma_current_ppo,-0.003,4.253261065483093,1.6104719700944927,1.0011022090911865,0.9972885251045227,0.9971175193786621,0.0011015951167792082,-0.0027151787653565407,-0.0028866406064480543,0.041888273118218425,0.06745988973416388,-0.02469727396965027,0.07328908145427704,0.029828589409589767,4,7168
gamma_current_ppo,-0.003,4.2520035862922665,1.6568121399037643,1.0014158487319946,0.9967460632324219,0.996921718120575,0.0014148250920698047,-0.003259252058342099,-0.0030830018222332,0.04139286177136226,0.06858019588980824,0.04301082715392113,0.03884599357843399,0.020882640033960342,4,8192
gamma_current_ppo,-0.003,4.251872670650482,1.107188490464148,1.001413106918335,0.9967337846755981,0.9969142079353333,0.0014120589476078749,-0.0032715373672544956,-0.0030905394814908504,0.048580973224059694,0.05378829441033304,0.007918975315988064,-0.0017222242895513773,0.011428864672780037,4,9216
gamma_current_ppo,-0.003,4.251837849617004,1.9753966782496253,1.0013726949691772,0.9966869950294495,0.9969337582588196,0.0013717373367398977,-0.0033184976782649755,-0.0030709633138030767,0.043082967126348216,0.08510595015250147,0.06755073368549347,0.0834907814860344,-0.048236481845378876,4,10240
gamma_current_ppo,-0.003,4.251771712303162,1.452671806736206,1.0013847351074219,0.9966561794281006,0.9969037175178528,0.0013837233418598771,-0.003349397564306855,-0.00310110067948699,0.044968406769571444,0.06532433670945466,-0.015689793974161148,0.011733649298548698,0.03057125210762024,4,11264
gamma_current_ppo,-0.003,4.251708340644837,1.581352514507603,1.0006389617919922,0.995578944683075,0.9985506534576416,0.000638760975562036,-0.004430884961038828,-0.0014504207065328956,0.043686582724625375,0.0690838874434121,0.012450234964489937,0.015355488285422325,-0.055848926305770874,4,12288
gamma_current_ppo,-0.003,4.251714706420898,1.5662014428821531,1.0002566576004028,0.9953922033309937,0.999301016330719,0.0002565761678852141,-0.004618457052856684,-0.0006992155103944242,0.05182717504093348,0.08117179633118213,0.02937682531774044,0.06140321493148804,-0.10501158237457275,4,13312
gamma_current_ppo,-0.003,4.251749670505523,2.225406764775382,1.0002284049987793,0.9953677654266357,0.9993492364883423,0.00022840093879494816,-0.004642968066036701,-0.0006509857485070825,0.03432039619718187,0.07637684186920524,-0.023382406681776047,0.016503162682056427,0.004608073737472296,4,14336
gamma_current_ppo,-0.003,4.251742684841156,1.436424376752868,1.0002250671386719,0.9953610301017761,0.9993403553962708,0.0002249877288704738,-0.004649782553315163,-0.0006598696927540004,0.043607877342612636,0.06263941803481429,0.015316428616642952,0.03680824115872383,0.05141812562942505,4,15360
gamma_current_ppo,-0.003,4.25174640417099,1.7846186158382251,1.0002280473709106,0.9953420162200928,0.9993991255760193,0.00022801168961450458,-0.004668844863772392,-0.0006010817596688867,0.05199488702504358,0.09279104331508278,-0.006776890251785517,0.04891514033079147,-0.14034265279769897,4,16384
