buy_probability,deterministic_epsilon_ask_mean,deterministic_epsilon_bid_mean,deterministic_error_ask,deterministic_error_bid,ent_coef,gae_lambda,gamma,inventory_std,latent_sigma_ask,latent_sigma_bid,learning_rate,market_share,market_sigma,max_grad_norm,minibatch_size,n_epochs,network_hidden_layers,network_hidden_size,num_investors,num_rollouts,order_size_mode,ppo_clip,rollout_length,sampled_epsilon_ask_mean,sampled_epsilon_ask_std,sampled_epsilon_bid_mean,sampled_epsilon_bid_std,seed,spread_pnl_per_step,total_pnl,total_pnl_per_step,training_steps,vf_coef
0.5,0.775352410777257,0.7389509921119763,0.775352410777257,0.7389509921119763,0.003,0.95,0.999,9.02637689315375,0.9840278029441833,0.9893599152565002,5e-05,0.22736538461538466,0.2,0.5,256,10,2,256,20,200,unit,0.3,1024,0.5672319313901244,0.4857446729559374,0.5299679641352122,0.5083935072807466,0,0.0987713639125698,66.39646439824858,0.12768550845817034,204800,0.5
0.5,0.3036514927676091,-0.26341714242329967,0.3036514927676091,0.26341714242329967,0.003,0.95,0.999,12.774400699731169,1.0052669048309326,0.9904052019119263,5e-05,0.4940673076923077,0.2,0.5,256,10,2,256,20,200,unit,0.3,1024,0.19080323117928435,0.6099392661622625,-0.17139193406300016,0.6196679033146673,1,0.12855930838529778,55.54030351848015,0.1068082759970772,204800,0.5
0.5,-0.44724003802125273,-0.20028040941231526,0.44724003802125273,0.20028040941231526,0.003,0.95,0.999,10.068094088081597,0.9943488836288452,0.9924569725990295,5e-05,0.5982403846153846,0.2,0.5,256,10,2,256,20,200,unit,0.3,1024,-0.2939160509260434,0.5925449094624426,-0.11289854120050083,0.6206143870142418,2,0.1282957631257052,20.07487063057497,0.03860552044341341,204800,0.5
0.5,0.6629049810537925,0.5653916478271668,0.6629049810537925,0.5653916478271668,0.003,0.95,0.999,9.509007100505801,0.9778047204017639,0.9714906811714172,5e-05,0.29092307692307695,0.2,0.5,256,10,2,256,20,200,unit,0.3,1024,0.4599215236793904,0.5317713698373314,0.3781612167752722,0.5685030073391717,3,0.11643276098772844,26.28343313302208,0.05054506371735015,204800,0.5
0.5,0.878434990644455,0.7064754039049148,0.878434990644455,0.7064754039049148,0.003,0.95,0.999,6.983861979743543,0.9840130805969238,0.9902879595756531,5e-05,0.19947115384615385,0.2,0.5,256,10,2,256,20,200,unit,0.3,1024,0.6981012570567467,0.39995970000197506,0.4854093216144471,0.5262069678169783,4,0.0889841097127387,-1.3948619487978164,-0.0026824268246111857,204800,0.5
