seed,samples,skew_intercept,skew_slope,skew_r_squared,corrective_sign_frequency_abs_q_ge_1,mean_abs_inventory_before_action,mean_symmetric_quote_level,std_symmetric_quote_level,mean_hedge_fraction
0,5200,-0.051879909067102395,0.07467024242507028,0.594459698611189,1.0,7.030156387185886,0.4682132547835891,0.28037756872288017,0.2757771768879432
1,5200,0.6443032564132799,0.020453362115653247,0.3482843021753087,0.9995841995841996,16.552668974639076,-0.27035148529908976,0.27276200859886446,0.09103589369700506
2,5200,0.4146423350418188,0.028367978566094413,0.5955928916597317,0.7759119861030689,2.700731880060855,0.45135711297679404,0.37752404124064665,0.4250756815648996
