seed,training_step,agent,evaluation_steps,market_share,captured_volume_per_step,spread_pnl_per_step,spread_pnl_per_captured_unit,normalized_spread_monetization,inventory_pnl_per_step,hedge_cost_per_step,total_pnl_per_step,mean_inventory,mean_abs_inventory,inventory_std,max_abs_inventory,mean_epsilon_bid,mean_epsilon_ask,mean_symmetric_quote_level,mean_quote_skew,mean_hedge_fraction,epsilon_near_bound_frequency,bid_clip_frequency,ask_clip_frequency,side_clip_frequency,approx_kl,clip_fraction,value_loss,latent_std_bid,latent_std_ask,latent_std_hedge
2,20480,PPO,5200,0.4035096153846154,8.070192307692308,0.16002513602734317,0.019829160189257344,0.90073031262351,0.04053187831959193,0.05366017191148994,0.14689684243544512,1.6333429859558328,5.020532597067105,6.753347763056509,27.59705456010154,0.16457086597840176,0.07688327068718186,0.12072706833279181,0.0876875952912199,0.5035284397349907,0.0,0.0,0.0,0.0,-0.0006748538697138428,0.01181640625,1072.0575729370116,1.0073356628417969,0.9539482593536377,0.9604523181915283
2,20480,A-S,5200,0.5964903846153846,11.929807692307692,0.23914070478339663,0.020045646246049206,0.9089341337544009,0.007295871530969597,0.0,0.24643657631436625,1.5092307692307692,4.006923076923077,4.974039468988284,20.0,0.07550961577906631,-0.07550961577906631,0.0,0.15101923155813263,0.0,0.0003846153846153846,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
2,60416,PPO,5200,0.19416346153846153,3.8832692307692307,0.07889304610287626,0.020316141223936834,0.9164004382049379,0.039995921521168265,0.02005271222311985,0.09883625540092467,2.194969696509154,3.247597282385997,6.313509394448255,33.50153051854805,0.5433532145161007,0.4007748491499101,0.4720640318330054,0.14257836536619065,0.456572738765524,0.0,0.0,0.0,0.0,0.0018733332632109522,0.0095703125,1707.9237976074219,1.0048857927322388,0.9722711443901062,0.8363258242607117
2,60416,A-S,5200,0.8058365384615385,16.11673076923077,0.33757214880973796,0.02094544815839533,0.951788080119077,0.025609415337793238,0.0,0.36318156414753117,0.7434615384615385,5.899230769230769,7.232030485335941,25.0,0.03694230792900691,-0.03694230792900691,0.0,0.07388461585801381,0.0,0.005384615384615384,0.002692307692307692,0.0028846153846153848,0.0027884615384615383,nan,nan,nan,nan,nan,nan
2,100352,PPO,5200,0.2889807692307692,5.779615384615385,0.09652738623457183,0.016701351181865092,0.7556743863090324,0.028873455779318883,0.022378769756308304,0.10302207225758239,2.7014736087224405,3.8480642397866553,6.577820863340241,29.498199238008645,0.59980605883216,0.12597948550644036,0.36289277216930016,0.4738265733257196,0.49399674594975435,0.0,0.0,0.0,0.0,0.009520983751281164,0.01904296875,492.4985801696777,0.9178419709205627,0.8557170033454895,0.7617568969726562
2,100352,A-S,5200,0.7110192307692308,14.220384615384615,0.29933574022577597,0.021049764005815527,0.9562680080782803,0.03720179719537362,0.0,0.3365375374211496,5.001153846153846,7.014230769230769,6.897463205312447,28.0,0.2485769235349905,-0.2485769235349905,0.0,0.497153847069981,0.0,0.012115384615384615,0.007884615384615384,0.008461538461538461,0.008173076923076924,nan,nan,nan,nan,nan,nan
2,150528,PPO,5200,0.2336153846153846,4.672307692307692,0.08496273630994271,0.018184319592183983,0.8228024826788831,0.01839496318290414,0.019372938182838067,0.08398476131000877,1.4436666031363194,2.5899923538354757,4.943949659922246,23.592347069145525,0.652362660118653,0.24174168286258535,0.44705217149061915,0.4106209772560676,0.44402915235322254,0.0,0.0,0.0,0.0,0.003848379661212675,0.05478515625,54.684463024139404,0.8954983353614807,0.7684499025344849,0.7867738008499146
2,150528,A-S,5200,0.7663846153846153,15.327692307692308,0.3244158576035299,0.02116534251152208,0.9612278851685675,0.023478163172740932,0.0,0.34789402077627085,3.9053846153846155,7.009230769230769,7.400200740920287,27.0,0.19423076930455863,-0.19423076930455863,0.0,0.38846153860911725,0.0,0.010961538461538462,0.007115384615384615,0.007307692307692308,0.007211538461538462,nan,nan,nan,nan,nan,nan
2,204800,PPO,5200,0.21885576923076924,4.377115384615385,0.08253835634986802,0.018856792452849772,0.8510309991894839,0.012916211848240128,0.02125836478141324,0.0741962034166949,1.3420097835893234,2.7022175901652825,5.141474644874063,25.978125372865733,0.6777017253531364,0.2250125004484569,0.45135711290079666,0.45268922490467955,0.4250756815648996,0.0,0.0,0.0,0.0,0.0037131463323021308,0.03740234375,683.247183227539,0.8568717241287231,0.8524118065834045,0.8785088658332825
2,204800,A-S,5200,0.7811442307692308,15.622884615384615,0.32958572658846896,0.021096342621893898,0.958724057666279,0.03313107876283476,0.0,0.3627168053513037,4.245384615384616,6.792692307692308,7.076055088910896,29.0,0.21052884666822277,-0.21052884666822277,0.0,0.42105769333644555,0.0,0.01326923076923077,0.009423076923076923,0.009615384615384616,0.00951923076923077,nan,nan,nan,nan,nan,nan
