seed,training_steps,calibration_steps,calibration_passes,calibration_cells_populated,calibration_policy_parameter_max_abs_change,same_initial_ppo_agent,formal_cold_start_steps,formal_environment_reset_calls,formal_initial_previous_market_volume,adaptive_table_complete,adaptive_probe_interval,adaptive_probe_steps_total,adaptive_probe_fraction_total,training_step,window_start,window_steps,ppo_market_share,ppo_spread_pnl_per_step,ppo_total_pnl_per_step,ppo_mean_abs_inventory,ppo_inventory_std,ppo_mean_hedge_fraction,ppo_mean_epsilon_bid,ppo_mean_epsilon_ask,adaptive_market_share,adaptive_mean_abs_inventory,adaptive_inventory_std,adaptive_mean_hedge_fraction,adaptive_mean_base_epsilon,adaptive_mean_epsilon_bid,adaptive_mean_epsilon_ask,adaptive_probe_steps,adaptive_probe_fraction,adaptive_base_epsilon_one_frequency,approx_kl,clip_fraction,value_loss,learning_rate,ppo_clip,gamma,gae_lambda,minibatch_size,n_epochs,ent_coef,vf_coef,max_grad_norm,state_dependent_std,market_sigma,order_size_mode
0,100352,1210,10,121,0.0,True,0,2,20.0,True,100,1003,0.009994818239795918,100352,79873,20480,0.7756494140625,0.24664746226298692,0.2298471822555604,5.411869049923138,6.6106703125373825,0.3765145603712881,0.36138760613190185,0.20076056673422754,0.22435058593749999,2.039415898434277,4.248200632042623,0.10743701171886641,0.8107324218749999,0.6639160182930937,0.6254785181932675,205,0.010009765625,0.6496177558569667,-0.00023070829920470714,0.0,8138.320495605469,5e-05,0.3,0.999,0.95,256,10,0.003,0.5,0.5,True,0.2,unit
1,100352,1210,10,121,0.0,True,0,2,20.0,True,100,1003,0.009994818239795918,100352,79873,20480,0.8855615234374999,0.6139958728763361,0.5652128452400774,9.637178541239035,9.684151315340143,0.2209197241711081,0.5651140777796485,0.4474136719018773,0.11443847656250003,0.7993694584246696,2.5895090076973304,0.0733984375032378,0.9373144531250001,0.8820898446560023,0.8692089849231707,205,0.010009765625,0.8598273736128237,0.0004112674854695797,0.0,107960.9146484375,5e-05,0.3,0.999,0.95,256,10,0.003,0.5,0.5,True,0.2,unit
2,100352,1210,10,121,0.0,True,0,2,20.0,True,100,1003,0.009994818239795918,100352,79873,20480,0.52579345703125,0.29001224799553016,0.1651477730757976,6.287297330070514,7.306597958004396,0.3393147771450458,-0.014806030385921076,-0.028250514436489026,0.47420654296875,4.6555614452150405,6.31624934524691,0.19792626946982636,0.3376269531250001,0.00786132971115876,0.03308593880283297,205,0.010009765625,0.189691738594328,0.002560329798143357,0.005078125,1905.5781860351562,5e-05,0.3,0.999,0.95,256,10,0.003,0.5,0.5,True,0.2,unit
