entropy_grad_log_std,entropy_proxy,fixed_std,grad_ratio_log_std_to_actor_mean,latent_std_ask,latent_std_bid,latent_std_hedge,log_std_ask,log_std_bid,log_std_hedge,mean_abs_grad_actor_mean,mean_abs_grad_log_std,mean_grad_log_std_ask,mean_grad_log_std_bid,mean_grad_log_std_hedge,scenario,seed,std_setting,step
-0.003,4.247079372406006,,1.5154400486113273,0.9934808015823364,0.998611330986023,0.9980909824371338,-0.006540555041283369,-0.0013896154705435038,-0.0019108268897980452,0.03924222352773184,0.05946923713199794,-0.018824946135282516,-0.009956291876733303,0.016342660412192345,random,0,learned,17408
-0.003,4.24598708152771,,1.0119805059318416,0.9929222464561462,0.996985673904419,0.9973631501197815,-0.007102922070771456,-0.0030188625678420067,-0.002640319522470236,0.05594823881234834,0.05661852702032775,-0.016337435692548752,0.015658792108297348,0.021927068009972572,random,0,learned,18432
-0.003,4.243638324737549,,1.3897089984223867,0.9930239319801331,0.9967468976974487,0.9969599843025208,-0.007000520825386047,-0.003258425509557128,-0.0030446259770542383,0.04693673067724987,0.06522839698009193,0.014624511823058128,-0.01025182195007801,-0.010574011132121086,random,0,learned,19456
-0.003,4.24352742433548,,1.3200316729435877,0.9930190443992615,0.9967822432518005,0.9969732165336609,-0.007005429361015558,-0.0032229474745690823,-0.0030313616152852774,0.04993236191249446,0.06591229923069478,0.003120262175798416,-0.05510248988866806,-0.026781996712088585,random,0,learned,20480
-0.003,4.25803040266037,,4.359952805769986,1.0006804466247559,1.000691294670105,1.000581979751587,0.0006802711868658662,0.0006909993244335055,0.0005817980854772031,0.0151816952732016,0.0661914749071002,-0.025492316111922264,-0.02213389426469803,-0.011585901491343975,random,1,learned,1024
-0.003,4.25889105796814,,3.229719345688554,1.0008509159088135,1.0007989406585693,1.000489592552185,0.0008505121804773808,0.0007986316340975463,0.0004894454614259303,0.017625993511116496,0.05692701223306358,-0.034500982612371445,-0.03531869128346443,0.026474803686141968,random,1,learned,2048
-0.003,4.2590593814849855,,3.240820405378988,1.001097559928894,1.0007202625274658,1.0005273818969727,0.0010969866998493671,0.0007200581603683531,0.0005272094858810306,0.017934744865253045,0.05812328712781891,-0.03272770345211029,0.020129449665546417,-0.006677085999399424,random,1,learned,3072
-0.003,4.259189856052399,,1.5739611537595841,1.0011063814163208,1.0006587505340576,1.000583529472351,0.0011057363590225577,0.0006585157243534923,0.0005833348841406405,0.03683002687792563,0.057969031599350275,0.017889495939016342,0.030793562531471252,-0.014142696745693684,random,1,learned,4096
-0.003,4.259226846694946,,2.301226492055955,1.0010806322097778,1.0007853507995605,1.00066077709198,0.0010800411691889167,0.0007850931724533439,0.0006605733651667833,0.02816105537604536,0.06480496667791158,0.006800208240747452,-0.08551980555057526,-0.03200832009315491,random,1,learned,5120
-0.003,4.259265303611755,,1.930664327242657,1.0004359483718872,1.0006824731826782,1.0011061429977417,0.0004358830919954926,0.0006822504219599068,0.0011055154027417302,0.03645559699949839,0.07038352065719664,0.06318642199039459,0.01713499426841736,-0.03653426095843315,random,1,learned,6144
-0.003,4.258902299404144,,1.546900287956124,1.0003247261047363,1.0007312297821045,1.0009745359420776,0.00032472528982907534,0.0007309388020075858,0.0009740305249579251,0.042296937481776826,0.06542914477176964,-0.01455642282962799,-0.016340769827365875,0.029909303411841393,random,1,learned,7168
-0.003,4.258914005756378,,2.2246083258941107,1.0007244348526,1.0006647109985352,1.0008111000061035,0.000724162207916379,0.0006644429522566497,0.0008108135079964995,0.0354119300373604,0.07877767439931631,-0.08784955739974976,0.03955359756946564,0.022947611287236214,random,1,learned,8192
-0.003,4.2589465260505674,,1.934068032030482,1.0007940530776978,1.0004124641418457,1.0007221698760986,0.0007937208865769207,0.00041242409497499466,0.0007219498511403799,0.030939321709982807,0.05983875305391848,0.007357239723205566,0.04625614359974861,0.009522980079054832,random,1,learned,9216
-0.003,4.2587353706359865,,2.4407284890373346,1.0006823539733887,1.000352144241333,1.0009567737579346,0.0006820872076787055,0.0003520816972013563,0.0009562807972542942,0.028057868953373876,0.06848164009861649,0.025132348760962486,-0.0018806016305461526,-0.07709722220897675,random,1,learned,10240
-0.003,4.258440589904785,,4.531127243969702,1.0008865594863892,0.9996345043182373,1.000638484954834,0.000886217225342989,-0.0003655793843790889,0.0006382435676641762,0.015345282602001914,0.06953142806887627,-0.01142070721834898,0.031745631247758865,0.012235467322170734,random,1,learned,11264
-0.003,4.257933616638184,,2.9916301336170323,1.0011119842529297,0.9993765354156494,1.0006176233291626,0.0011113539803773165,-0.0006236726185306907,0.0006174774607643485,0.01914410203509274,0.057272072532214224,-0.04003347083926201,0.024941211566329002,0.010099264793097973,random,1,learned,12288
-0.003,4.257746183872223,,3.131950005985062,1.001062273979187,0.9995130896568298,1.000030517578125,0.001061663031578064,-0.00048703415086492896,3.0508917916449718e-05,0.021351211212440147,0.06687092608772219,0.003914563450962305,-0.01295475848019123,0.04079867899417877,random,1,learned,13312
-0.003,4.2572107195854185,,2.9220925404740674,1.0007327795028687,0.9994413256645203,1.0000462532043457,0.0007324768812395632,-0.0005588129861280322,4.6245499106589705e-05,0.021658968864112664,0.06328951135510578,0.04371541365981102,0.021658185869455338,-0.02714364603161812,random,1,learned,14336
-0.003,4.257034981250763,,2.1084362489319632,1.0009535551071167,0.9992238283157349,1.0001106262207031,0.0009530741954222322,-0.0007765007321722806,0.00011062280100304633,0.03303703851128135,0.0696564895566553,-0.05318938568234444,0.04496083781123161,-0.010408838279545307,random,1,learned,15360
-0.003,4.257132256031037,,2.2788558049730008,1.0010141134262085,0.9991001486778259,1.0002057552337646,0.001013566623441875,-0.0009002827573567629,0.00020573640358634293,0.029057600695021384,0.06621808202471584,0.0022311233915388584,0.029417896643280983,-0.022167807444930077,random,1,learned,16384
-0.003,4.257160079479218,,1.7641696864996839,1.001073956489563,0.9991168975830078,1.000194787979126,0.0010733767412602901,-0.0008835142944008112,0.0001948156423168257,0.030837441130931433,0.05440247885417193,-0.018547847867012024,-0.01740245521068573,0.01154831238090992,random,1,learned,17408
-0.003,4.257018613815307,,1.8319996712370787,1.0006743669509888,0.9989537000656128,1.0002937316894531,0.0006741281249560416,-0.0010468395194038749,0.0002937366080004722,0.04105992547735263,0.07522176997736096,0.07447801530361176,0.03597627207636833,-0.023270096629858017,random,1,learned,18432
-0.003,4.256584811210632,,1.8778011264002321,1.0005760192871094,0.9988958239555359,1.0001837015151978,0.00057580805150792,-0.0011047678999602795,0.00018370563338976353,0.0385821439334869,0.07244959333911538,-0.013834821991622448,0.009796487167477608,0.06398530304431915,random,1,learned,19456
-0.003,4.256407642364502,,1.5556500709585799,1.0005537271499634,0.9989995956420898,0.9999827742576599,0.000553547462914139,-0.0010008864337578416,-1.7231825040653348e-05,0.041661643431958016,0.06481093856273219,0.011726627126336098,-0.05081681162118912,0.059078019112348557,random,1,learned,20480
-0.003,4.256995189189911,,2.416927172922498,1.0008084774017334,0.9994184970855713,0.9996364116668701,0.000808125885669142,-0.0005816444754600525,-0.0003636687761172652,0.03129175702090606,0.07562989783473313,-0.024579111486673355,0.03316780924797058,0.02631382644176483,random,2,learned,1024
-0.003,4.255689060688018,,3.1025300436724526,0.9995883107185364,0.998835027217865,0.9991658926010132,-0.0004117604112252593,-0.0011656536953523755,-0.0008344457601197064,0.02514037440649334,0.07799876690842211,0.10203582048416138,0.03739950433373451,0.01783769205212593,random,2,learned,2048
-0.003,4.254305005073547,,2.9860861619344163,0.999890923500061,0.9979111552238464,1.000138521194458,-0.00010907158866757527,-0.0020910243038088083,0.0001385343202855438,0.018697888565149482,0.05583350630477071,-0.027711350470781326,0.026716750115156174,-0.04036686569452286,random,2,learned,3072
-0.003,4.255220365524292,,3.6493591971741903,1.000088095664978,0.9978357553482056,1.000817894935608,8.808144775684923e-05,-0.0021666069515049458,0.0008175596594810486,0.022037366693706557,0.08042226682882755,-0.0012342367554083467,-0.0020862880628556013,-0.10030684620141983,random,2,learned,4096
-0.003,4.25453873872757,,3.6614667985601743,0.9995458722114563,0.99671870470047,0.9996367692947388,-0.00045421801041811705,-0.003286710474640131,-0.0003632791340351105,0.017126292921361138,0.0627073529176414,0.0028014369308948517,0.03595556318759918,0.03436342254281044,random,2,learned,5120
-0.003,4.2518310189247135,,2.208208103827691,0.9997210502624512,0.995944619178772,0.9990848302841187,-0.0002789929567370564,-0.004063599742949009,-0.0009155848529189825,0.027056200404913584,0.05974572099512443,-0.009766767732799053,0.03439472243189812,-0.05014869570732117,random,2,learned,6144
-0.003,4.251425659656524,,1.8791767587444692,0.9991543889045715,0.9960576295852661,0.9991982579231262,-0.0008459704113192856,-0.003950144164264202,-0.0008020601817406714,0.03822287435772624,0.07182753714732826,0.09262558817863464,-0.028758171945810318,-0.024431265890598297,random,2,learned,7168
-0.003,4.250916254520416,,1.8803293850761078,0.9988134503364563,0.9958666563034058,0.9990506768226624,-0.001187252113595605,-0.004141912329941988,-0.0009497798164375126,0.03741533032228298,0.07035314505919814,0.021943312138319016,0.030445853248238564,0.034504689276218414,random,2,learned,8192
-0.003,4.24864354133606,,2.615075163140196,0.9973276257514954,0.9937487840652466,0.9984638094902039,-0.002675959374755621,-0.006270813290029764,-0.001537392265163362,0.028266643551474225,0.0739193974994123,0.029089367017149925,0.061148751527071,0.013553124852478504,random,2,learned,9216
-0.003,4.2456436395645145,,1.00551625517515,0.9967736601829529,0.9938010573387146,0.9980430006980896,-0.003231541020795703,-0.006218253634870052,-0.001958903856575489,0.054410519078615494,0.054710661387071015,0.01593286730349064,0.01673109456896782,-0.022633221000432968,random,2,learned,10240
-0.003,4.245101356506348,,2.289673973704006,0.9981532096862793,0.993012547492981,0.9966153502464294,-0.0018484930042177439,-0.0070119802840054035,-0.0033904057927429676,0.03225153077372027,0.07384549062699079,-0.05369863659143448,0.04141718149185181,0.08253119885921478,random,2,learned,11264
-0.003,4.24491548538208,,2.4236390474773826,0.9991034865379333,0.9931931495666504,0.9964834451675415,-0.0008969189948402345,-0.006830104626715183,-0.003522766288369894,0.02565682201661972,0.062182875676080586,-0.0237199105322361,0.00805809535086155,-0.022800937294960022,random,2,learned,12288
-0.003,4.245939934253693,,2.2985060244216386,0.9992496967315674,0.9930657744407654,0.9969263672828674,-0.0007506028050556779,-0.0069583929143846035,-0.0030783778056502342,0.02881149442917178,0.06622339352034032,0.041311196982860565,0.035290759056806564,-0.05086303502321243,random,2,learned,13312
-0.003,4.246108710765839,,1.6485717174368464,0.999153196811676,0.9930890798568726,0.9971545934677124,-0.0008471474866382778,-0.0069349403493106365,-0.002849442418664694,0.04005724914986809,0.06603724802844227,0.032523252069950104,-0.0048145754262804985,-0.07455906271934509,random,2,learned,14336
-0.003,4.246271324157715,,2.3600901186570544,0.9990359544754028,0.9932448863983154,0.997295618057251,-0.0009645185200497508,-0.0067780278623104095,-0.002708073239773512,0.03026767188765292,0.07143443333916366,0.03955771401524544,-0.03231522813439369,-0.02584264613687992,random,2,learned,15360
-0.003,4.2464210271835325,,1.6000426067087254,0.9990047216415405,0.9932798147201538,0.9973915815353394,-0.0009957647416740656,-0.0067428830079734325,-0.0026118066161870956,0.03943089638183186,0.06309111423324794,-0.0007733501261100173,0.008290980942547321,-0.05233843997120857,random,2,learned,16384
-0.003,4.246465063095092,,1.6587934190365476,0.9990285634994507,0.9932644367218018,0.9973693490028381,-0.0009719046065583825,-0.006758337374776602,-0.0026341413613408804,0.03948548609480242,0.06549826448317617,-0.03805280849337578,0.01269768737256527,0.04928667098283768,random,2,learned,17408
-0.003,4.246405279636383,,1.781265744326336,0.9990419745445251,0.9931831955909729,0.9973357319831848,-0.0009585022344253957,-0.006840145215392113,-0.002667820081114769,0.03932472743231673,0.0700477898819372,-0.012524950318038464,0.054634939879179,0.019089415669441223,random,2,learned,18432
-0.003,4.246314620971679,,1.6267442618411316,0.9990142583847046,0.993141770362854,0.9973486661911011,-0.0009862433653324842,-0.0068818493746221066,-0.002654872601851821,0.04126421264463361,0.06712632114067674,0.0599883571267128,0.019880471751093864,-0.029464563354849815,random,2,learned,19456
-0.003,4.2462817311286924,,1.251098568070339,0.999000072479248,0.993135392665863,0.9973489046096802,-0.001000420656055212,-0.006888259202241898,-0.0026546400040388107,0.04505569667986627,0.05636911760084331,0.0050519490614533424,-0.00011936640657950193,0.005688630975782871,random,2,learned,20480
-0.003,4.256168794631958,,2.414875922359157,0.998989462852478,1.0005990266799927,0.9993690252304077,-0.0010110520524904132,0.0005988760967738926,-0.0006311986362561584,0.019883162191019293,0.0480153696378693,0.029330331832170486,-0.02004201151430607,0.012549151666462421,random,3,learned,1024
-0.003,4.255987226963043,,2.288686953392489,0.9988274574279785,1.0008677244186401,0.9994958639144897,-0.001173243043012917,0.0008672963012941182,-0.0005042692646384239,0.026287589192235828,0.060164062422700226,0.0006124411011114717,-0.00795820914208889,0.002411218360066414,random,3,learned,2048
-0.003,4.256223690509796,,2.326791549222772,1.0000907182693481,0.9994133710861206,1.0001696348190308,9.073852561414242e-05,-0.0005868273437954485,0.00016967473493423313,0.026821349238814973,0.0624076887499541,-0.04218856245279312,0.044315043836832047,-0.024057433009147644,random,3,learned,3072
-0.003,4.2568737149238585,,2.1976690183728103,1.0010333061218262,0.9981841444969177,1.0011574029922485,0.0010327855125069618,-0.001817516633309424,0.0011567637557163835,0.023737057885239637,0.05216619670391083,-0.0220643263310194,0.03326985239982605,-0.03311159834265709,random,3,learned,4096
-0.003,4.258809912204742,,3.8570299244564823,1.0024681091308594,1.0001057386398315,1.0012555122375488,0.0024650117848068476,0.00010569780715741217,0.0012547568185254931,0.016488561212011504,0.06359687400981784,-0.039324622601270676,-0.07756327837705612,0.00579526973888278,random,3,learned,5120
-0.003,4.261243224143982,,2.8766364480143296,1.0024678707122803,1.0004585981369019,1.0015954971313477,0.002464854158461094,0.0004584996495395899,0.0015941973542794585,0.02749164016596035,0.07908345411997289,0.04207734018564224,0.0321749672293663,-0.032075461000204086,random,3,learned,6144
-0.003,4.261333072185517,,1.814064056463095,1.0028047561645508,1.0003554821014404,1.0012354850769043,0.0028008839581161737,0.0003554759605322033,0.0012346983421593904,0.036695238114388996,0.06656751250848174,-0.04529824107885361,0.009519282728433609,0.04594238102436066,random,3,learned,7168
-0.003,4.258825266361237,,2.3301094764935573,0.9992132186889648,1.0007351636886597,0.9994770288467407,-0.0007871185662224889,0.000734893255867064,-0.000523113296367228,0.038539289941965336,0.08980076471343637,0.11833032220602036,-0.010788001120090485,0.030798321589827538,random,3,learned,8192
-0.003,4.25558614730835,,1.7494079301388639,0.9984763264656067,1.0009013414382935,0.9991865158081055,-0.0015248112613335252,0.0009009666391648352,-0.0008138145203702152,0.038085087674794335,0.06662635440006852,-0.03637804090976715,0.022153355181217194,0.00496422266587615,random,3,learned,9216
-0.003,4.256510555744171,,1.7552271876497725,0.9986263513565063,1.001966953277588,1.0003998279571533,-0.0013745937030762434,0.001965013798326254,0.00039971055230125785,0.035204512461592306,0.06179191740229726,-0.010651873424649239,-0.03361370041966438,-0.04279358312487602,random,3,learned,10240
-0.003,4.2574483275413515,,1.476262046172113,0.9981809258460999,1.0015251636505127,0.9997628927230835,-0.001820714445784688,0.0015240013599395752,-0.00023714645067229867,0.04355365850765804,0.06429661302827298,0.03571119159460068,0.03136273846030235,0.042634595185518265,random,3,learned,11264
-0.003,4.257739758491516,,1.9333281251494798,1.0012037754058838,1.0014878511428833,1.0002284049987793,0.0012030835496261716,0.001486720284447074,0.0002284182992298156,0.039455745253958355,0.07628090200014412,-0.09385176748037338,-0.011496330611407757,0.0012610657140612602,random,3,learned,12288
-0.003,4.260568451881409,,2.0091473757792366,1.0019125938415527,1.0021995306015015,0.9999673962593079,0.0019107331754639745,0.00219708401709795,-3.2616244425298646e-05,0.031655683419298766,0.06360093327239155,0.008833164349198341,-0.04048103094100952,0.0386350154876709,random,3,learned,13312
-0.003,4.26019332408905,,2.696163991373756,1.0012305974960327,1.0010087490081787,1.0001380443572998,0.001229847432114184,0.001008186605758965,0.00013804853369947523,0.029677055660277684,0.08001420884393155,0.08686626702547073,0.0706256553530693,-0.028885195031762123,random,3,learned,14336
-0.003,4.258207738399506,,2.581444747477802,1.000178575515747,1.0006078481674194,0.9995359182357788,0.00017861378728412092,0.0006077222060412169,-0.0004642182611860335,0.02804501087582355,0.07239664602093399,0.06856752187013626,0.0038150008767843246,0.053665924817323685,random,3,learned,15360
-0.003,4.256446945667267,,2.4213548286982007,0.9993194341659546,1.0010972023010254,0.9986711740493774,-0.0006807955796830356,0.0010966354748234153,-0.0013297051191329956,0.04029873759073873,0.09757754285819828,0.07746627181768417,-0.0337417796254158,0.06061170622706413,random,3,learned,16384
-0.003,4.255749535560608,,1.5735490071999458,0.9990517497062683,1.0012505054473877,0.9985349178314209,-0.0009486785274930298,0.0012497237185016274,-0.001466128509491682,0.043243008440821865,0.06804499300196767,0.05089180916547775,0.018801022320985794,-0.013294840231537819,random,3,learned,17408
-0.003,4.255562686920166,,1.6309939987434259,0.9989644885063171,1.0011615753173828,0.998524010181427,-0.0010360179003328085,0.001160937361419201,-0.0014770819107070565,0.05086193709862545,0.08295551417395472,0.0446009524166584,0.028695229440927505,0.007046096958220005,random,3,learned,18432
-0.003,4.252469158172607,,1.5658462707687653,0.9971485137939453,0.999991238117218,0.9952363967895508,-0.0028555812314152718,-8.747367246542126e-06,-0.004775012843310833,0.04467714330128329,0.06995753822848201,0.01400735229253769,0.04125184193253517,0.04736269637942314,random,3,learned,19456
-0.003,4.2479715824127195,,1.6969196797328663,0.996638834476471,0.9994820952415466,0.9945852756500244,-0.003366821678355336,-0.0005180362495593727,-0.005429440177977085,0.043442078352568796,0.07371771768666804,0.08484971523284912,0.022902850061655045,0.0316038653254509,random,3,learned,20480
-0.003,4.257419812679291,,2.299766380143696,1.0008490085601807,0.9996649026870728,1.000802993774414,0.000848707219120115,-0.0003351561608724296,0.0008026659488677979,0.02429061481622247,0.05586273930966854,-0.03796391561627388,0.005415153689682484,-0.019219812005758286,random,4,learned,1024
-0.003,4.258429956436157,,2.3127234605898384,1.0006457567214966,1.0013741254806519,0.9994973540306091,0.0006455631228163838,0.001373192062601447,-0.0005027565639466047,0.034339093340587365,0.0794168267864734,0.02230333536863327,-0.08040309697389603,0.06779834628105164,random,4,learned,2048
-0.003,4.257401978969574,,2.1337571714216725,0.9995384812355042,1.00163996219635,0.9980727434158325,-0.00046165456296876073,0.0016385902417823672,-0.001929132267832756,0.02779970087748789,0.05931781111285091,0.032094888389110565,0.00040087103843688965,0.03621808439493179,random,4,learned,3072
-0.003,4.254098653793335,,3.943601576399418,0.9972332715988159,0.9992133378982544,0.9988396167755127,-0.0027705656830221415,-0.0007869809633120894,-0.0011610459769144654,0.016961088923292882,0.06688777701929212,0.06215940788388252,0.07280649244785309,-0.012105018831789494,random,4,learned,4096
-0.003,4.25144647359848,,2.3867396411738118,0.9966931343078613,0.9987123608589172,0.9989900588989258,-0.0033123448956757784,-0.0012884807074442506,-0.0010104733519256115,0.02740689300027242,0.06541311796754598,-0.019557813182473183,-0.03565268963575363,0.04524886608123779,random,4,learned,5120
-0.003,4.251166236400604,,1.5031090024828757,0.9967799186706543,0.9986663460731506,0.9989017844200134,-0.0032252727542072535,-0.0013345596380531788,-0.0010987994028255343,0.04524255111093613,0.06800448587164283,-0.06084722280502319,0.04601418226957321,-0.0002609193616081029,random,4,learned,6144
-0.003,4.251116108894348,,1.3567309517225126,0.99678635597229,0.9986175894737244,0.9988279938697815,-0.0032188170589506626,-0.0013833572156727314,-0.0011726710945367813,0.0415645459896357,0.056391906039789316,0.0050371126271784306,0.0175298061221838,0.018019717186689377,random,4,learned,7168
-0.003,4.251070976257324,,2.062518145725017,0.9967638254165649,0.9987071752548218,0.9988672733306885,-0.0032414039596915245,-0.0012936309212818742,-0.0011333930306136608,0.04351641151114293,0.08975338838063181,0.036924462765455246,-0.12890520691871643,-0.042257294058799744,random,4,learned,8192
-0.003,4.251116454601288,,1.7173438682192685,0.9967197775840759,0.9986971020698547,0.9988051056861877,-0.0032855907920747995,-0.001303754630498588,-0.0011955955997109413,0.047363762976541324,0.0813398679252714,0.05442184954881668,0.06837581098079681,0.06272299587726593,random,4,learned,9216
-0.003,4.251252353191376,,2.4136033634278062,0.9969677329063416,0.9988946914672852,0.9989143013954163,-0.0030368976294994354,-0.001105938688851893,-0.0010862720664590597,0.02731882513847429,0.06593680824153125,-0.07451094686985016,-0.056723564863204956,-0.016388043761253357,random,4,learned,10240
-0.003,4.25151379108429,,3.4795099225343606,0.9969668388366699,0.9987286329269409,0.998680055141449,-0.0030377849470824003,-0.0012721794191747904,-0.001320837764069438,0.028342268041705886,0.09861720288172364,0.032160382717847824,0.07445885241031647,0.041171811521053314,random,4,learned,11264
-0.003,4.250904989242554,,3.4156921114216696,0.9968774914741516,0.9988999962806702,0.9980931878089905,-0.0031273793429136276,-0.0011006336426362395,-0.0019086322281509638,0.01838845914850632,0.06280931485816836,0.0043772002682089806,-0.02553100883960724,0.02667132392525673,random,4,learned,12288
-0.003,4.250637817382812,,2.185976098963115,0.9970054030418396,0.999043345451355,0.9977123141288757,-0.002999098738655448,-0.0009570840047672391,-0.0022903350181877613,0.0286753165244515,0.06268355655483901,-0.02244717814028263,-0.009175006300210953,0.018369389697909355,random,4,learned,13312
-0.003,4.2504923105239865,,3.175754699069036,0.997265100479126,0.9989240765571594,0.9973997473716736,-0.002738663461059332,-0.0010764816543087363,-0.002603613305836916,0.030277923525983873,0.09615525791887194,-0.11492731422185898,0.06275907158851624,0.06427361816167831,random,4,learned,14336
-0.003,4.2503478050231935,,2.4758348244304558,0.9973065853118896,0.9988350868225098,0.9973576068878174,-0.0026970349717885256,-0.0011656107380986214,-0.0026458806823939085,0.026858973549014554,0.06649838206358254,0.0224362313747406,0.04503544420003891,-0.01173639390617609,random,4,learned,15360
-0.003,4.2503487944602965,,1.728066170714357,0.9973106384277344,0.9986773729324341,0.9976257085800171,-0.0026929567102342844,-0.0013235046062618494,-0.0023770981933921576,0.029924556764685844,0.051711614220403136,-0.01050625555217266,0.046453580260276794,-0.0493771955370903,random,4,learned,16384
-0.003,4.250425136089325,,2.064203693123723,0.9972584843635559,0.9986217021942139,0.9976596236228943,-0.00274530122987926,-0.0013792485697194934,-0.0023431277368217707,0.03127792752112338,0.0645640135044232,0.03747604414820671,0.01281019113957882,0.005293147638440132,random,4,learned,17408
-0.003,4.250268495082855,,2.8151274633649623,0.997128427028656,0.9987374544143677,0.9975053071975708,-0.002875678241252899,-0.0012633230071514845,-0.0024977880530059338,0.027089060584853865,0.07625915841199457,0.05037780851125717,-0.059654124081134796,0.03705231472849846,random,4,learned,18432
-0.003,4.250231993198395,,2.479762995052281,0.9973026514053345,0.9983764886856079,0.9978789687156677,-0.0027009842451661825,-0.0016248472966253757,-0.002123260870575905,0.02712070634262455,0.06725292399059982,-0.03269977122545242,0.0661003515124321,-0.039572037756443024,random,4,learned,19456
