count,epsilon_ask,epsilon_bid,epsilon_skew,inventory,mode,scenario,std_setting
2600,-0.048813861444538746,-0.040335241659732464,0.008478619784806282,-32.93764318686265,stochastic,persistent_spread_only,1.0
2600,-0.09390514286127515,-0.030957927000137997,0.06294721586113715,-20.44167804864737,stochastic,persistent_spread_only,1.0
2600,-0.08227098842769359,-0.024510855320953012,0.05776013310674059,-13.783676169102009,stochastic,persistent_spread_only,1.0
2600,-0.04799793019982574,-0.03728768046705787,0.010710249732767876,-8.107590093245873,stochastic,persistent_spread_only,1.0
2600,-0.06282103965994723,-0.03414585484534305,0.02867518481460418,-2.9186704895358817,stochastic,persistent_spread_only,1.0
2600,-0.09120921944637443,-0.0683477964978486,0.022861422948525823,1.5107105564725833,stochastic,persistent_spread_only,1.0
2600,-0.06925732679967321,-0.035103719974196375,0.034153606825476836,6.774837451714736,stochastic,persistent_spread_only,1.0
2600,-0.08390239577823265,-0.0412661123322323,0.04263628344600035,12.741969215319706,stochastic,persistent_spread_only,1.0
2600,-0.06272721597065146,-0.026792896774937756,0.0359343191957137,19.612029107533967,stochastic,persistent_spread_only,1.0
2600,-0.04020691435280381,-0.020435614686486168,0.019771299666317646,32.473718164884126,stochastic,persistent_spread_only,1.0
2600,0.02284561411647771,0.05528610063501849,0.03244048651854078,-22.007696268008306,deterministic,persistent_spread_only,0.5
2600,0.016618939260235773,0.05735510434740438,0.0407361650871686,-12.804224176773658,deterministic,persistent_spread_only,0.5
2600,0.01575383125132738,0.05765585192622474,0.04190202067489736,-8.160527673317835,deterministic,persistent_spread_only,0.5
2600,0.015736454983349316,0.05805506317661359,0.04231860819326427,-4.560145947383,deterministic,persistent_spread_only,0.5
2600,0.015049301530234515,0.05926955712099488,0.044220255590760364,-1.3257966390658447,deterministic,persistent_spread_only,0.5
2600,0.016430092475985966,0.060100327300337646,0.04367023482435168,1.82189585285118,deterministic,persistent_spread_only,0.5
2600,0.0174993048756061,0.058535539081606726,0.04103623420600063,5.0750479430418745,deterministic,persistent_spread_only,0.5
2600,0.016933024325228942,0.05726978436972086,0.04033676004449192,8.715823127306425,deterministic,persistent_spread_only,0.5
2600,0.01922091843202137,0.0572156506146376,0.037994732182616224,13.250564762262197,deterministic,persistent_spread_only,0.5
2600,0.02493607192998752,0.05487018257379532,0.0299341106438078,22.34730996131897,deterministic,persistent_spread_only,0.5
2600,0.026205406564762456,0.05154517657922742,0.02533977001446496,-29.445969304304857,stochastic,persistent_spread_only,0.5
2600,0.0061354779668349345,0.0485787376515733,0.04244325968473836,-18.1010532947687,stochastic,persistent_spread_only,0.5
2600,0.03169494358535023,0.05386949386652514,0.02217455028117491,-12.031781190358675,stochastic,persistent_spread_only,0.5
2600,0.004244769968712577,0.044053264580960295,0.03980849461224772,-7.097099112914159,stochastic,persistent_spread_only,0.5
2600,0.008248230394226714,0.04227458820243975,0.03402635780821304,-2.6961668583750726,stochastic,persistent_spread_only,0.5
2600,0.008642195828142575,0.04184421326230781,0.03320201743416524,1.5861155597702041,stochastic,persistent_spread_only,0.5
2600,0.012381075742976883,0.05324570769282917,0.04086463194985229,6.052492704849977,stochastic,persistent_spread_only,0.5
2600,0.023144612215177263,0.05517209116202699,0.03202747894684972,11.248411712279687,stochastic,persistent_spread_only,0.5
2600,0.021659032841830943,0.04486843310963685,0.023209400267805904,17.53764265023745,stochastic,persistent_spread_only,0.5
2600,0.022712686542643218,0.04778079119997878,0.025068104657335565,29.17989071699289,stochastic,persistent_spread_only,0.5
2600,0.1942127599567175,0.13789498866643182,-0.05631777129028566,-22.457007172657892,deterministic,persistent_spread_only,0.2
2600,0.18613784709802042,0.13499849256557914,-0.05113935453244127,-13.118885365266067,deterministic,persistent_spread_only,0.2
2600,0.18500965553980608,0.12549929056531534,-0.05951036497449073,-8.344991290752704,deterministic,persistent_spread_only,0.2
2600,0.1856697712924618,0.13281402012978036,-0.052855751162681444,-4.658954033943323,deterministic,persistent_spread_only,0.2
2600,0.1843563854923615,0.1327187525935901,-0.05163763289877142,-1.3504868248388924,deterministic,persistent_spread_only,0.2
2600,0.18598197440974987,0.13115737377773398,-0.0548246006320159,1.8629689452854488,deterministic,persistent_spread_only,0.2
2600,0.1876888244599104,0.13654316746952155,-0.05114565699038884,5.203387773495454,deterministic,persistent_spread_only,0.2
2600,0.18623663078993558,0.13163722289582858,-0.05459940789410701,8.890277499235593,deterministic,persistent_spread_only,0.2
2600,0.1898725147344745,0.1354628715868323,-0.054409643147642225,13.568591834581815,deterministic,persistent_spread_only,0.2
2600,0.19572114197967144,0.13989841953815463,-0.055822722441516814,22.802293738585252,deterministic,persistent_spread_only,0.2
